BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16
0	3.32E-16	1E-30	1.0E-10	1.0E+10	0.00000000224	0.013	1.0E+10	1E-30	12900	1.0E+10	0.000000074	37.8	1.0E+10	0.000000274	984	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
1	1.91E-14	1E-30	1.0E-10	1.0E+10	0.00000000385	0.023	1.0E+10	1E-30	20400	1.0E+10	0.000000112	65.8	1.0E+10	0.000000295	1810	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
2	1.91E-14	1E-30	1.0E-10	1.0E+10	0.00000000385	0.023	1.0E+10	1E-30	20400	1.0E+10	0.000000112	65.8	1.0E+10	0.000000295	1810	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
3	1.72E-14	1E-30	1.0E-10	1.0E+10	0.00000000625	0.032	1.0E+10	1E-30	18400	1.0E+10	0.0000000881	3.87	1.0E+10	0.000000164	112	1.0E+10	0.000000676	1540	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
4	4.11E-14	1E-30	1.0E-10	1.0E+10	0.00000000759	0.032	1.0E+10	1E-30	15200	1.0E+10	0.0000000816	6.24	1.0E+10	0.000000263	140	1.0E+10	0.000001	2890	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
5	4.11E-14	1E-30	1.0E-10	1.0E+10	0.00000000759	0.032	1.0E+10	1E-30	15200	1.0E+10	0.0000000816	6.24	1.0E+10	0.000000263	140	1.0E+10	0.000001	2890	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
6	1.88E-14	1E-30	1.0E-10	1.0E+10	0.00000000896	0.041	1.0E+10	1E-30	45400	1.0E+10	0.0000000869	5.5	1.0E+10	0.000000281	199	1.0E+10	0.00000103	5700	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
7	4.19E-14	1E-30	1.0E-10	1.0E+10	0.0000000106	0.041	1.0E+10	1E-30	20400	1.0E+10	0.000000177	15.4	1.0E+10	0.000000399	259	3.38E-15	0.0000000372	83.6	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
8	4.19E-14	1E-30	1.0E-10	1.0E+10	0.0000000106	0.041	1.0E+10	1E-30	20400	1.0E+10	0.000000177	15.4	1.0E+10	0.000000399	259	3.38E-15	0.0000000372	83.6	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
9	2.07E-14	1E-30	1.0E-10	1.0E+10	0.0000000127	0.061	1.0E+10	1E-30	24100	1.0E+10	0.00000016	13.6	1.0E+10	0.000000571	391	4.27E-15	0.0000000189	26.7	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10	1E-30	1.0E+10	1.0E+10
